5.760311002836310257e-01 3.064868965791752928e-02 1.945865610240521404e-01 1.803108042237468178e-02
5.852561486849090500e-01 2.902599195560267784e-02 1.937476394570518956e-01 1.691439347438020158e-02
5.937615401916392921e-01 2.735753991558946899e-02 1.936620095696250099e-01 1.606079100210292682e-02
6.014815433025201274e-01 2.568406634581960057e-02 1.944559953869736957e-01 1.533063301013858071e-02
6.083717895641869156e-01 2.404845298070057771e-02 1.962167062446022459e-01 1.453674052619591262e-02
6.144114247477826529e-01 2.249324099085137779e-02 1.989864868335077808e-01 1.392421612885293147e-02
6.196045470655111576e-01 2.105835792156246847e-02 2.027602534385285760e-01 1.367844762398936174e-02
6.239811327187696488e-01 1.977940701601772419e-02 2.074842426747794677e-01 1.350117728531590421e-02
6.275968905055806513e-01 1.868637528682245627e-02 2.130567479461066283e-01 1.349549636452514190e-02
6.305319029091885907e-01 1.780285638124638747e-02 2.193335965989536007e-01 1.387792110645910161e-02
6.328886032353808755e-01 1.714607817987940860e-02 2.261366719057254226e-01 1.433921197373034910e-02
6.347888274759448946e-01 1.672743230743233001e-02 2.332627083150065062e-01 1.488025924805501735e-02
6.363693628099221788e-01 1.655300422050474604e-02 2.404925454024669784e-01 1.572323845204601570e-02
6.377764741949422111e-01 1.662396463259077986e-02 2.476008576173780174e-01 1.677625666932057100e-02
6.391596485039513498e-01 1.693649163029382551e-02 2.543663572231961156e-01 1.801265996791705584e-02
6.406648991226662204e-01 1.748109202193743467e-02 2.605811293936076689e-01 1.948238693182478137e-02
6.424281534943613314e-01 1.824142189495631811e-02 2.660570265642694388e-01 2.110560520745262750e-02
6.445690515247368690e-01 1.919273262278674980e-02 2.706317866504003855e-01 2.280947234105058785e-02
6.471858634361833396e-01 2.030048530265245177e-02 2.741758778368115768e-01 2.457450494835982865e-02
6.503511704525636317e-01 2.151921689982606162e-02 2.765983778404589311e-01 2.636955109147527329e-02
6.541084997591046779e-01 2.279210085023533963e-02 2.778524171132627507e-01 2.816816963660154563e-02
6.584703968289172815e-01 2.405182237997466332e-02 2.779401610497913011e-01 2.997140310988664208e-02
6.634177523550643940e-01 2.522299011553917961e-02 2.769169676484274367e-01 3.180390181852631865e-02
6.689010033858110438e-01 2.622651795504903419e-02 2.748934691209481418e-01 3.371974101924803124e-02
6.748430693911415812e-01 2.698564746999142575e-02 2.720350960867310985e-01 3.577923742318030176e-02
6.811431715657867425e-01 2.743260043188596592e-02 2.685591604097041785e-01 3.799952253241922068e-02
6.876813139480975057e-01 2.751507482328892709e-02 2.647292008238852912e-01 4.034592586352234167e-02
6.943233340245369423e-01 2.720170506197394297e-02 2.608469782782757984e-01 4.274306740883489220e-02
7.009269881842398187e-01 2.648607024631532969e-02 2.572411847171305332e-01 4.508289236837292879e-02
7.073486306274854307e-01 2.538858505797361720e-02 2.542528021185128106e-01 4.729001983212052784e-02
7.134493633194161077e-01 2.395536000301554808e-02 2.522192767740012442e-01 4.937889772782071834e-02
7.191005203366486187e-01 2.225417185419484994e-02 2.514593233694040197e-01 5.138443260359890769e-02
7.241886282696246013e-01 2.036842347624352040e-02 2.522592657169667740e-01 5.332815953728458486e-02
7.286191726689219550e-01 1.838982903585234877e-02 2.548625099547257578e-01 5.522680474005774165e-02
7.323187050497020900e-01 1.641073309691370996e-02 2.594633185417595245e-01 5.695535431502765644e-02
7.352357140834878679e-01 1.451732694321351130e-02 2.662034680086414751e-01 5.835257702619586762e-02
7.373398848749467271e-01 1.278440550200440722e-02 2.751721680758580924e-01 5.950366649182602108e-02
7.386196504859680045e-01 1.127218620818252505e-02 2.864106074823500325e-01 6.054811491274843943e-02
7.390790543829415249e-01 1.002598223610779056e-02 2.999181807037726855e-01 6.165770631603114532e-02
7.387338590984888764e-01 9.078863021955256574e-03 3.156599396950073300e-01 6.311167297056730074e-02
7.376072605713942520e-01 8.457375583831449814e-03 3.335727182207864350e-01 6.494761968070925096e-02
7.357241957842652891e-01 8.189624982649783974e-03 3.535703522400640009e-01 6.702409899169541052e-02
7.331041828284265982e-01 8.315317072312922164e-03 3.755494803903129952e-01 6.917295841958540081e-02
7.297544229085668466e-01 8.897826072697467142e-03 3.993888073355286172e-01 7.141172038428043878e-02
7.256622167825644842e-01 1.003724228079887378e-02 4.249395695758226288e-01 7.404329605964765637e-02
7.207842048177611760e-01 1.188299450548675924e-02 4.520143095783214493e-01 7.740560018612981097e-02
7.150326083195998050e-01 1.464510079110396303e-02 4.803766798975834251e-01 8.152182161190021925e-02
7.082614266386473290e-01 1.860381334870370162e-02 5.097294290011381568e-01 8.645677540279098072e-02
7.002522632758503285e-01 2.411606827016945023e-02 5.396979339095194783e-01 9.203129740592404240e-02
6.906955618588580537e-01 3.161341837324904008e-02 5.698270424554060520e-01 9.762123714323649171e-02
6.791746065044197422e-01 4.159063131163570626e-02 5.995873512502485347e-01 1.039840347839790513e-01
6.651532557932016143e-01 5.458097709017759036e-02 6.283954908102815651e-01 1.115727475482715531e-01
6.479701879292868449e-01 7.111487619150358430e-02 6.556548548806702126e-01 1.209734610412810663e-01
6.268474077457677485e-01 9.166217567235074304e-02 6.808153180306942831e-01 1.318596621232640542e-01
6.009230272877698065e-01 1.165624920939106191e-01 7.034546057743688019e-01 1.447973766971231979e-01
5.693275378759821148e-01 1.459677533024786866e-01 7.233244086252011984e-01 1.589044196205657844e-01
5.312944107104480285e-01 1.797920793943979523e-01 7.403674429490970654e-01 1.737628391080778267e-01
4.863036163006632107e-01 2.176636352345175385e-01 7.547523451607967004e-01 1.913555261134985142e-01
4.342833496371667490e-01 2.589723031125842345e-01 7.667927193408059505e-01 2.092801344598634872e-01
3.758051261603661541e-01 3.029658043847928139e-01 7.767766442665329230e-01 2.290044320624426422e-01
3.122336494877102631e-01 3.488711828259731251e-01 7.847984617546303054e-01 2.480174580674565643e-01
2.458019773125516283e-01 3.960182612768454180e-01 7.906124364757484146e-01 2.674165362088383180e-01
1.796050750762571702e-01 4.439466235857026932e-01 7.934844981426663058e-01 2.847889662705798686e-01
1.175097979303238727e-01 4.923905878943605763e-01 7.921760699043711718e-01 2.997061799662402160e-01
6.401521145344736541e-02 5.411431617036310815e-01 7.850252231486229970e-01 3.120978687258056938e-01
2.403590007342912976e-02 5.897847755372209733e-01 7.700447552358864467e-01 3.207435797762911434e-01
2.501858109913629447e-03 6.372584652973775077e-01 7.451141304719000047e-01 3.263317785217261235e-01
3.600498724114057497e-03 6.814449434581475451e-01 7.081526476175700191e-01 3.289495821089855054e-01
2.949776815204748631e-02 7.187162576710162121e-01 6.576741498314687684e-01 3.270270145851167376e-01
7.858337673607346252e-02 7.439348428892056386e-01 5.936165618795876675e-01 3.253746830929920564e-01
1.437781815794176576e-01 7.513682377261223788e-01 5.180610821297899626e-01 3.253903356984409467e-01
2.124343701799948358e-01 7.366434581533525261e-01 4.353803039686695020e-01 3.323474185262083602e-01
2.698385648148466376e-01 6.991610397597872728e-01 3.513539970650755295e-01 3.523693234351295556e-01
3.059430536458927485e-01 6.430086215840715713e-01 2.718974430197970138e-01 3.862463168249407053e-01
3.205575905594146291e-01 5.754588993596692070e-01 2.022266504510026874e-01 4.301543141021819117e-01
3.217583150936894620e-01 5.043167575286658932e-01 1.464398923867713531e-01 4.737859450794126293e-01
3.193122997897077098e-01 4.362194938159524860e-01 1.068795245102388963e-01 5.054804616621203506e-01
3.198894564009087671e-01 3.759111122177208886e-01 8.338195505594352130e-02 5.187196717877206043e-01
3.266322352523517991e-01 3.256735036090979696e-01 7.294461312463207392e-02 5.115482449814764410e-01
3.397062852955933798e-01 2.852960854551160885e-01 7.048638937396832505e-02 4.909991272325147094e-01
3.558970422138943990e-01 2.530483521510139000e-01 7.059579345322600230e-02 4.612839286123175953e-01
3.695369719837205968e-01 2.267977741128227864e-01 6.949855937352943103e-02 4.205238844979226620e-01
3.754807244978178304e-01 2.045016387524943025e-01 6.622626664659798934e-02 3.686235177376372407e-01
3.714723956902061808e-01 1.843483845220726114e-01 6.227343779783280076e-02 3.134816789327394271e-01
3.584400000291631527e-01 1.649658155379609137e-01 6.008547941304497736e-02 2.644335003175656285e-01
3.392186854766371384e-01 1.456477597650223665e-01 6.156506843058227180e-02 2.258470057158735167e-01
3.167911138130666271e-01 1.264064155702847581e-01 6.739491754433823978e-02 1.972924654697316427e-01
2.931999497906355168e-01 1.077649211194879469e-01 7.716466145438358182e-02 1.766611320678038999e-01
2.694482191627476930e-01 9.037974891449972181e-02 8.988705857019693712e-02 1.607220450437906178e-01
2.459160234029159620e-01 7.471825598127278256e-02 1.044975041286823891e-01 1.485697610103589583e-01
2.227868879503214772e-01 6.091549293556446087e-02 1.201801492207245914e-01 1.388870170586561092e-01
2.002475632335160294e-01 4.884742015446655317e-02 1.364504133321798873e-01 1.294656513426097055e-01
1.785138843973088640e-01 3.828841433671090894e-02 1.531082614833574052e-01 1.223965539040445943e-01
1.577906818607052730e-01 2.904680951998062088e-02 1.701516657343158379e-01 1.169543244641374491e-01
1.382342118966266853e-01 2.103647776181747156e-02 1.876839447819916018e-01 1.123172602818071492e-01
